name,field,city,state,location,mailing_address,phone,email,certified,detail_url,about,social_media,logo,highlights,photos_count,timestamp
Barbara Shelton Design,,,,,,,,No,https://www.classicist.org/membership-directory/barbara-shelton-design/,,,,,0,1769021544.372164
"Barbara Tattersfield Designs, Inc.",,,,,,,,No,https://www.classicist.org/membership-directory/barbara-tattersfield-designs-inc/,,,,,0,1769021544.372164
Barrett's Technology Solutions,,,,,,,,No,https://www.classicist.org/membership-directory/barretts-technology-solutions/,,,,,0,1769021544.372164
Barry Dixon Inc.,,,,,,,,No,https://www.classicist.org/membership-directory/barry-dixon-inc/,,,,,0,1769021544.372164
Barta Interiors Inc.,,,,,,,,No,https://www.classicist.org/membership-directory/barta-interiors-inc/,,,,,0,1769021544.372164
Bartholemew + Partners,,,,,,,,No,https://www.classicist.org/membership-directory/bartholemew-partners/,,,,,0,1769021544.372164
Bartlett Hartley & Mulkey Architects PA,,,,,,,,No,https://www.classicist.org/membership-directory/bartlett-hartley-mulkey-architects-pa/,,,,,0,1769021544.372164
Baxter Design Group,,,,,,,,No,https://www.classicist.org/membership-directory/baxter-design-group/,,,,,0,1769021544.372164
"Bay Screens and Shades, Inc.",,,,,,,,Yes,https://www.classicist.org/membership-directory/bay-screens-and-shades-inc/,,,,,0,1769021544.372164
"Beals and Thomas, Inc.",,,,,,,,No,https://www.classicist.org/membership-directory/beals-thomas/,,,,,0,1769021544.372164
Beasley & Henley Interior Design,,,,,,,,No,https://www.classicist.org/membership-directory/beasley-henley-interior-design/,,,,,0,1769021544.372164
Beau Clowney Architects,,,,,,,,No,https://www.classicist.org/membership-directory/beau-clowney-architects/,,,,,0,1769021544.372164
Beck Building Co,,,,,,,,No,https://www.classicist.org/membership-directory/beck-building-co/,,,,,0,1769021544.372164
Behar + Peteranecz Architecture,,,,,,,,No,https://www.classicist.org/membership-directory/behar-peteranecz-architecture/,,,,,0,1769021544.372164
Bell Architecture,,,,,,,,No,https://www.classicist.org/membership-directory/bell-architecture/,,,,,0,1769021544.372164
Bell Design Inc.,,,,,,,,No,https://www.classicist.org/membership-directory/bell-design-inc/,,,,,0,1769021544.372164
Belle Bloo LLC,,,,,,,,No,https://www.classicist.org/membership-directory/belle-bloo-llc/,,,,,0,1769021544.372164
Bellwether Architects PLLC,,,,,,,,No,https://www.classicist.org/membership-directory/bellwether-architects-pllc/,,,,,0,1769021544.372164
Bellwether Landscape Architects,,,,,,,,No,https://www.classicist.org/membership-directory/bellwether-landscape-architects/,,,,,0,1769021544.372164
"Benchmark Design, PC",,,,,,,,No,https://www.classicist.org/membership-directory/benchmark-design-pc/,,,,,0,1769021544.372164
Benjamin Johnston Design,,,,,,,,No,https://www.classicist.org/membership-directory/benjamin-johnston-design/,,,,,0,1769021544.372164
"Benjamin Nutter Architects, LLC",,,,,,,,No,https://www.classicist.org/membership-directory/benjamin-nutter-architects-llc/,,,,,0,1769021544.372164
Berberian Co.,,,,,,,,No,https://www.classicist.org/membership-directory/berberian-co/,,,,,0,1769021544.372164
"Berndsen Company, Inc.",,,,,,,,No,https://www.classicist.org/membership-directory/berndsen-company-inc/,,,,,0,1769021544.372164
Berners Schober Associates,,,,,,,,No,https://www.classicist.org/membership-directory/berners-schober-associates/,,,,,0,1769021544.372164
Beth Cowan Project Management,,,,,,,,No,https://www.classicist.org/membership-directory/beth-cowan-project-management/,,,,,0,1769021544.372164
Beth Lindsey Design,,,,,,,,No,https://www.classicist.org/membership-directory/beth-lindsey-design/,,,,,0,1769021544.372164
Beth Webb Interiors,,,,,,,,No,https://www.classicist.org/membership-directory/beth-webb-interiors/,,,,,0,1769021544.372164
Beverly Allen Interiors,,,,,,,,No,https://www.classicist.org/membership-directory/beverly-allen-interiors/,,,,,0,1769021544.372164
BHHS Fox & Roach,,,,,,,,No,https://www.classicist.org/membership-directory/bhhs-fox-roach/,,,,,0,1769021544.372164
Biglin Architectural Group,,,,,,,,No,https://www.classicist.org/membership-directory/biglin-architectural-group/,,,,,0,1769021544.372164
Billy Ceglia Designs,,,,,,,,No,https://www.classicist.org/membership-directory/billy-ceglia-designs/,,,,,0,1769021544.372164
"Bishop and Bartos, LLC",,,,,,,,No,https://www.classicist.org/membership-directory/bishop-and-bartos-llc/,,,,,0,1769021544.372164
Bissiri Studio,,,,,,,,No,https://www.classicist.org/membership-directory/bissiri-studio/,,,,,0,1769021544.372164
Black Mountain Construction,,,,,,,,No,https://www.classicist.org/membership-directory/black-mountain-construction-development/,,,,,0,1769021544.372164
Blackburn Building Conservation LLC,,,,,,,,No,https://www.classicist.org/membership-directory/blackburn-building-conservation-llc/,,,,,0,1769021544.372164
Blackmon Rogers Architects LLC,,,,,,,,No,https://www.classicist.org/membership-directory/blackmon-rogers-architects-llc/,,,,,0,1769021544.372164
"Blake H. Held, Architect PLLC",,,,,,,,No,https://www.classicist.org/membership-directory/blake-h-held-architect-pllc/,,,,,0,1769021544.372164
Blasen Landscape Architecture,,,,,,,,No,https://www.classicist.org/membership-directory/blasen-landscape-architecture/,,,,,0,1769021544.372164
"Blue Sound Construction, Inc.",,,,,,,,Yes,https://www.classicist.org/membership-directory/blue-sound-construction-inc/,,,,,0,1769021544.372164
Bluebell Kitchens,,,,,,,,Yes,https://www.classicist.org/membership-directory/bluebell-kitchens/,,,,,0,1769021544.372164
"Bob Christian Decorative Art, Inc.",,,,,,,,No,https://www.classicist.org/membership-directory/bob-christian-decorative-arts/,,,,,0,1769021544.372164
"Boland Lord Design, LLC",,,,,,,,No,https://www.classicist.org/membership-directory/boland-lord-design-llc/,,,,,0,1769021544.372164
"Bonilla Torregroza Architecture, LLC",,,,,,,,No,https://www.classicist.org/membership-directory/bonilla-torregroza-architecture-llc/,,,,,0,1769021544.372164
Bonnie Frankl Interior Designs,,,,,,,,No,https://www.classicist.org/membership-directory/bonnie-frankl-interior-design/,,,,,0,1769021544.372164
Bories and Shearron,,,,,,,,No,https://www.classicist.org/membership-directory/bories-and-shearron/,,,,,0,1769021544.372164
Boswell Construction,,,,,,,,Yes,https://www.classicist.org/membership-directory/boswell-construction/,,,,,0,1769021544.372164
BOWA,,,,,,,,Yes,https://www.classicist.org/membership-directory/bowa/,,,,,0,1769021544.372164
Boyd Contracting Incorporated,,,,,,,,Yes,https://www.classicist.org/membership-directory/boyd-contracting-incorporated/,,,,,0,1769021544.372164
Bradford R Houston Design,,,,,,,,No,https://www.classicist.org/membership-directory/bradford-r-houston-design/,,,,,0,1769021544.372164
Brady Design Associates,,,,,,,,No,https://www.classicist.org/membership-directory/brady-design-associates/,,,,,0,1769021544.372164
"Branca, Inc.",,,,,,,,No,https://www.classicist.org/membership-directory/branca-inc/,,,,,0,1769021544.372164
Bravas - Houston,,,,,,,,No,https://www.classicist.org/membership-directory/bravas-houston/,,,,,0,1769021544.372164
Brent Hull Companies,,,,,,,,Yes,https://www.classicist.org/membership-directory/brent-hull/,,,,,0,1769021544.372164
"Brian J. McCarthy, Inc.",,,,,,,,No,https://www.classicist.org/membership-directory/brian-j-mccarthy-inc/,,,,,0,1769021544.372164
"Brian P. Calandro Associates, LLC",,,,,,,,No,https://www.classicist.org/membership-directory/brian-p-calandro-associates-llc/,,,,,0,1769021544.372164
"Brier Tomlinson, Architect",,,,,,,,No,https://www.classicist.org/membership-directory/brier-tomlinson-architect/,,,,,0,1769021544.372164
Britton & Associates,,,,,,,,No,https://www.classicist.org/membership-directory/britton-associates/,,,,,0,1769021544.372164
"Brockschmidt & Coleman, LLC",,,,,,,,Yes,https://www.classicist.org/membership-directory/brockschmidt-coleman-llc/,,,,,0,1769021544.372164
Brockwell Columns,,,,,,,,No,https://www.classicist.org/membership-directory/brockwell-incorporated/,,,,,0,1769021544.372164
Brooke Drake Design,,,,,,,,No,https://www.classicist.org/membership-directory/brooke-drake-design/,,,,,0,1769021544.372164
Bruce Fox Design,,,,,,,,No,https://www.classicist.org/membership-directory/bruce-fox-design/,,,,,0,1769021544.372164
Bruce Norman Long Interior Design,,,,,,,,No,https://www.classicist.org/membership-directory/bruce-norman-long-interior-design/,,,,,0,1769021544.372164
Buckley-Kohler Interior Design & Decoration,,,,,,,,No,https://www.classicist.org/membership-directory/buckley-kohler-interior-design-decoration/,,,,,0,1769021544.372164
Built By Coalition,,,,,,,,No,https://www.classicist.org/membership-directory/built-by-coalition/,,,,,0,1769021544.372164
Bull Stockwell Allen,,,,,,,,No,https://www.classicist.org/membership-directory/bull-stockwell-allen/,,,,,0,1769021544.372164
"Bulley & Andrews, LLC",,,,,,,,Yes,https://www.classicist.org/membership-directory/bulley-andrews-llc/,,,,,0,1769021544.372164
Bungalow Classics,,,,,,,,Yes,https://www.classicist.org/membership-directory/bungalow-classics-1/,,,,,0,1769021544.372164
Bureau Namas,,,,,,,,No,https://www.classicist.org/membership-directory/bureau-namas/,,,,,0,1769021544.372164
Burnette Builders,,,,,,,,Yes,https://www.classicist.org/membership-directory/burnette-builders/,,,,,0,1769021544.372164
Burney Builders Inc.,,,,,,,,No,https://www.classicist.org/membership-directory/burney-builders-inc/,,,,,0,1769021544.372164
C. Brandon Ingram Design,,,,,,,,No,https://www.classicist.org/membership-directory/c-brandon-ingram-design/,,,,,0,1769021544.372164
"C. F. Knight, Inc.",,,,,,,,No,https://www.classicist.org/membership-directory/c-f-knight-inc/,,,,,0,1769021544.372164
"C. Raymond Davis & Sons, Inc.",,,,,,,,No,https://www.classicist.org/membership-directory/c-raymond-davis-sons-inc/,,,,,0,1769021544.372164
"C.D. Hall Builders, Inc",,,,,,,,No,https://www.classicist.org/membership-directory/c-d-hall-builders-inc/,,,,,0,1769021544.372164
C.S. Harrop Architects,,,,,,,,No,https://www.classicist.org/membership-directory/c-s-harrop-architects/,,,,,0,1769021544.372164
Cadre General Contractors,,,,,,,,No,https://www.classicist.org/membership-directory/cadre-general-contractors/,,,,,0,1769021544.372164
Caitlin Kah Interiors,,,,,,,,No,https://www.classicist.org/membership-directory/caitlin-kah-interiors/,,,,,0,1769021544.372164
Callum Gibb Architect P.A.,,,,,,,,No,https://www.classicist.org/membership-directory/callum-gibb-architect-p-a/,,,,,0,1769021544.372164
Cambria - Belle Plaines,,,,,,,,No,https://www.classicist.org/membership-directory/cambria-belle-plaines/,,,,,0,1769021544.372164
Cambria - Chicago,,,,,,,,No,https://www.classicist.org/membership-directory/cambria/,,,,,0,1769021544.372164
"Cantley & Company, Inc",,,,,,,,No,https://www.classicist.org/membership-directory/cantley-company-inc/,,,,,0,1769021544.372164
Caoba Doors,,,,,,,,No,https://www.classicist.org/membership-directory/caoba-doors/,,,,,0,1769021544.372164
Carib Daniel Martin A+D,,,,,,,,No,https://www.classicist.org/membership-directory/carib-daniel-martin-a-d/,,,,,0,1769021544.372164
Carlisle Moore Architects,,,,,,,,No,https://www.classicist.org/membership-directory/carlisle-moore-architects/,,,,,0,1769021544.372164
Carlisle Wide Plank Floors,,,,,,,,No,https://www.classicist.org/membership-directory/carlisle-wide-plank-floors/,,,,,0,1769021544.372164
Carolina Design LLC,,,,,,,,No,https://www.classicist.org/membership-directory/carolina-design-llc/,,,,,0,1769021544.372164
Carolina Timberworks,,,,,,,,No,https://www.classicist.org/membership-directory/carolina-timberworks/,,,,,0,1769021544.372164
Caroline Gidiere Design LLC,,,,,,,,No,https://www.classicist.org/membership-directory/caroline-gidiere-design-llc/,,,,,0,1769021544.372164
Carolyn Malone Interiors,,,,,,,,No,https://www.classicist.org/membership-directory/carolyn-malone-interiors-1/,,,,,0,1769021544.372164
Carolyn Thayer Interiors,,,,,,,,No,https://www.classicist.org/membership-directory/carolyn-thayer-interiors/,,,,,0,1769021544.372164
Carothers Photo,,,,,,,,No,https://www.classicist.org/membership-directory/carothers-photo/,,,,,0,1769021544.372164
"Carpenter & MacNeille, Architects & Builders, Inc.",,,,,,,,No,https://www.classicist.org/membership-directory/carpenter-macneille-architects-builders-inc/,,,,,0,1769021544.372164
Carriage House Studio LLC,,,,,,,,No,https://www.classicist.org/membership-directory/carriage-house-studio/,,,,,0,1769021544.372164
Carrick Custom Home Design,,,,,,,,Yes,https://www.classicist.org/membership-directory/carrick-custom-home-design/,,,,,0,1769021544.372164
Carrier and Company,,,,,,,,No,https://www.classicist.org/membership-directory/carrier-and-company/,,,,,0,1769021544.372164
Carrier's Construction,,,,,,,,No,https://www.classicist.org/membership-directory/carriers-construction/,,,,,0,1769021544.372164
Carter & Company,,,,,,,,Yes,https://www.classicist.org/membership-directory/carter-company-boston/,,,,,0,1769021544.372164
Cassandra Buckalew Interiors,,,,,,,,No,https://www.classicist.org/membership-directory/cassandra-buckalew-interiors/,,,,,0,1769021544.372164
"Castle Ridge Construction, Inc.",,,,,,,,Yes,https://www.classicist.org/membership-directory/castle-ridge-construction-inc/,,,,,0,1769021544.372164
"Castro Design Studio, LLC",,,,,,,,No,https://www.classicist.org/membership-directory/castro-design/,,,,,0,1769021544.372164
Catalano Architects,,,,,,,,Yes,https://www.classicist.org/membership-directory/catalano-architects/,,,,,0,1769021544.372164
Catherine Olasky LTD,,,,,,,,No,https://www.classicist.org/membership-directory/catherine-olasky-ltd/,,,,,0,1769021544.372164
"Catherine Tracy Sloan, Architect",,,,,,,,No,https://www.classicist.org/membership-directory/catherine-tracy-sloan-architect/,,,,,0,1769021544.372164
"Cathy Kincaid Interiors, Ltd.",,,,,,,,No,https://www.classicist.org/membership-directory/cathy-kincaid-interiors-ltd/,,,,,0,1769021544.372164
Caudell Restoration Renovation Design,,,,,,,,No,https://www.classicist.org/membership-directory/caudell-restoration-renovation-design/,,,,,0,1769021544.372164
Cece Bowman Interiors,,,,,,,,No,https://www.classicist.org/membership-directory/cece-bowman-interiors/,,,,,0,1769021544.372164
"Celia Tompkins, Inc",,,,,,,,No,https://www.classicist.org/membership-directory/celia-tompkins-inc/,,,,,0,1769021544.372164
